32	207	82.9818750414	84.0	27.4710496248
12	103	83.41110666	87.99491462	26.5861498524
43	656	99.7469275192	99.99491462	28.4616016985
17	83	75.5030508737	74.003074	28.799246842
4	4	45.247205635	40.49760483	15.7526437742
41	360	103.874041217	99.99491462	31.9021530492
22	134	76.5974238866	75.99491462	24.9070637657
27	79	71.2278750615	72.0	29.1876148872
15	124	78.5475644687	75.99491462	26.9354289958
30	144	86.528688066	87.99491462	31.8365006719
19	258	90.9767509535	87.99491462	31.5353752483
28	1033	105.199665436	103.98982924	25.9028485209
24	188	88.1611565874	89.99798862	28.4286086935
32	399	94.3751158231	98.003074	24.3567636616
27	318	94.3992708294	93.99290324	34.0220132954
31	1408	126.544083933	123.99491462	34.3519436293
27	202	94.5323684069	96.0	35.0485955261
23	154	92.3817244697	96.0	31.1934070974
28	99	93.4509632255	87.99491462	43.8330425306
21	133	87.4788899376	87.99491462	32.6961416412
16	114	73.5082246433	74.003074	27.51035329
62	965	135.485950844	127.98982924	45.4031404295
42	373	87.3929191009	86.003074	23.3052142635
30	173	94.6475397059	96.0	34.3960538277
42	171	93.6292241409	96.0	31.3090243321
12	36	71.7805102222	67.001537	31.7452306312
19	90	84.3665075791	86.003074	35.4482636322
15	145	84.1410419054	87.99491462	26.0182648912
42	1112	133.350916025	131.98474386	34.9689592277
23	132	86.9371496806	87.99491462	32.5422760216
53	674	111.797697258	110.003074	34.5539746339
14	114	104.242223782	108.0	30.689388761
33	362	92.4296614902	96.0	26.3656987486
31	203	91.0806957936	86.003074	36.1486166723
12	169	97.1572958511	99.99491462	21.7369675718
21	420	99.6402015954	99.99491462	28.0109274001
28	225	88.6080785956	86.003074	27.7205452091
35	312	107.980150961	108.0	37.1098721158
21	130	91.5744154318	87.99491462	32.3031747343
47	187	80.1948476364	86.003074	21.2561152513
36	377	112.09125881	103.98982924	48.8857365941
33	317	96.4341506946	98.003074	32.9537237848
34	480	100.304807954	98.003074	31.5682889651
13	94	88.6773345777	91.98982924	27.5435768962
47	119	79.1340949406	74.003074	24.6989207277
51	1456	142.488059466	135.99491462	44.5828528472
25	123	79.7441747859	79.98982924	27.5271122804
14	165	93.6859343333	98.003074	30.9024386421
23	418	110.846204671	111.99491462	37.0390588451
28	312	94.758443534	98.003074	28.2337493363
26	132	90.7435262489	88.006148	36.760567983
28	151	85.3760820367	84.0	30.9675045195
32	285	93.4026838431	97.97005962	30.3374671573
23	230	98.766265159	98.003074	35.7948990006
14	130	80.9829332974	84.0	26.5610453525
43	1764	134.678913034	132.0	36.6839762567
23	100	83.9079471614	85.001537	32.0480489863
20	255	113.643229832	111.99491462	38.0809007767
38	544	97.4505641082	101.99798862	26.2842205259
22	402	94.2749463633	93.99290324	27.6638319749
26	672	97.5612191116	98.003074	28.1939956515
28	145	115.143529938	120.0	37.1192789826
35	1384	145.529677538	135.99491462	44.9217246683
24	489	104.326064813	108.0	27.8166922513
29	494	97.6526442609	98.003074	29.8279738051
12	112	73.4700189461	74.003074	22.931785107
11	46	93.3350739322	90.9183371	35.6256807299
24	139	81.0663104568	86.003074	29.0687470045
21	245	94.4097176924	98.003074	29.4092549696
22	70	65.0278861883	62.99899431	26.917463779
36	406	106.120914194	107.98474386	31.8210822915
21	48	70.0249802225	63.99491462	28.5145931476
37	438	105.046449793	108.0	32.0750992972
20	147	71.4163543525	74.003074	23.0377101951
17	170	78.7221429971	77.99798862	22.6442265699
15	119	70.1872862057	74.003074	19.4014952363
16	117	91.6428385128	86.003074	37.5591437549
18	231	97.1668027013	99.99491462	30.238031564
18	286	95.9824044331	96.0	30.7192897818
17	196	90.4479841117	93.975145	24.3767085033
31	1346	126.11530794	123.99491462	29.5449491074
8	34	67.1736287582	72.0	19.8765149889
27	667	111.483018087	111.99491462	30.0489613955
19	153	85.1452746552	87.99491462	31.1863119353
16	318	100.169977087	99.99491462	28.7387802124
19	41	62.9759346522	63.99491462	22.165822521
24	766	117.445200531	120.0	29.0971159007
21	167	80.9133434044	76.006148	26.6829975152
14	46	55.9915129561	55.972071	18.4343098965
20	144	100.547651345	98.003074	32.3401418095
21	214	87.5775965207	87.99491462	29.4135464721
15	165	95.5375755308	96.0	30.7208261855
39	416	94.4425085882	96.0	30.96946275
33	229	98.9093163073	98.003074	34.4893127355
17	214	95.0935850981	98.003074	28.9210578673
33	432	91.3055840206	90.00360531	30.2029885414
10	22	53.1859185736	51.004611	18.8470285584
25	151	76.2101881044	76.006148	25.0134121941
34	456	95.8663841404	91.98982924	30.9495868171
36	199	101.376048174	99.99491462	35.7080579644
34	544	107.340405842	110.003074	30.7184419996
20	139	102.975522747	99.99491462	38.7233989498
17	72	76.9648346119	75.99491462	30.5231258402
32	505	98.7969214317	98.003074	30.0075632204
24	161	77.7957168017	79.972071	22.6012613371
13	107	81.102259308	86.003074	22.6069775314
26	372	108.306958114	108.0	32.216062742
31	170	84.1672700048	84.0	31.0924718778
21	576	100.772390418	101.99798862	24.316330808
20	372	97.7580305453	98.003074	24.820644851
17	73	62.8169051249	62.003074	20.8804499612
10	35	67.6478099543	72.0	25.8007639139
13	118	86.5066098522	87.99491462	28.9302676582
15	57	72.8956623463	72.0	27.2651600056
14	347	100.862897268	108.0	23.1897274855
12	92	78.034965777	79.98982924	24.1315365265
17	214	95.6261221176	98.003074	27.9175490033
30	330	113.167861353	111.99491462	33.6349920481
13	99	91.9975343612	96.0	29.7055435501
22	116	85.3706635941	84.0	28.578229532
23	102	73.2715355949	74.003074	26.8070190433
30	666	101.724960595	98.99899431	27.7158825576
30	255	93.8505702293	98.003074	31.9007370286
34	182	89.351909628	87.99491462	30.3882266916
52	773	108.303459361	111.99491462	29.4774369265
61	258	99.7318782724	99.99491462	34.3129398044
35	869	102.823006224	108.0	26.2674476862
22	106	78.9438978926	76.006148	34.7115382591
10	62	59.4158180884	62.003074	20.9565910992
48	550	109.042580102	111.99491462	31.2169700265
39	277	100.055074228	99.99491462	32.2765633338
29	540	104.156270446	103.98982924	27.0605620062
33	113	86.3560648841	86.003074	33.6567916937
23	184	74.8172372311	75.99491462	25.6812709864
34	110	81.4362832516	86.003074	31.0601912873
21	202	97.4179833852	98.003074	33.7751845261
17	206	99.3949971499	99.99491462	27.7738454835
34	784	137.397607006	131.98474386	44.7040763086
38	353	98.9101499167	99.99491462	34.6737919361
17	69	95.1131373641	87.99491462	43.4514156493
10	106	88.4053073819	91.98982924	23.4100761114
30	109	85.0686471908	86.003074	37.592960999
26	67	85.4194013209	86.003074	28.809710934
28	432	112.598666542	110.003074	35.726931203
20	212	84.5787051981	86.003074	25.9617438575
9	52	63.2553514558	55.98982924	25.8709858166
31	1202	120.424488663	120.0	28.7410535679
33	520	99.5399307417	101.99798862	28.8207563115
32	401	105.424265337	108.0	27.793336255
20	246	101.39361936	108.0	29.9654133512
29	133	88.543202406	86.003074	33.3776331179
18	179	88.8036894847	87.99491462	29.3101917548
29	109	108.660550459	108.0	37.9763857539
20	110	81.1582273685	85.99745731	23.9336947723
40	521	100.789693124	99.99491462	30.9150495734
8	19	76.3869171137	74.96359087	31.4135270391
28	395	99.2934607407	99.99491462	29.9112559121
14	176	87.1792465976	87.99491462	30.0094558721
56	1103	118.706628185	115.98982924	32.1012840361
46	1451	121.039020878	120.0	29.9079925952
83	1315	147.223386397	143.98474386	46.3217591899
34	402	106.58405666	101.99798862	37.598263527
14	62	69.9643665103	74.003074	24.059113737
16	274	106.251340898	107.98474386	29.3959071917
15	118	83.8374394708	86.003074	24.416956101
39	318	93.9470705247	93.99290324	31.2771624176
15	294	107.907054971	107.98474386	24.8261739014
15	58	80.4627232586	72.0	37.1424346091
19	17	44.6913292859	44.97683563	16.4076972176
8	13	48.9259144615	50.003074	17.4820266224
25	214	78.8346375374	76.006148	23.178585687
30	561	104.525839547	103.98982924	31.3165450463
18	57	77.9087508775	72.0	37.1134933006
10	18	67.6452598211	69.97692653	21.7052349108
21	104	68.340638984	67.972071	23.8049136257
38	199	92.3167767338	87.99491462	37.315831438
14	146	77.4915487029	77.99798862	24.7733824683
11	19	51.1470817874	48.0	18.6999481674
14	360	101.778460679	101.99798862	23.532621311
14	187	97.0317557864	99.99491462	28.341944861
33	1941	134.522204509	132.0	38.958962989
21	110	79.0679042571	74.003074	33.8870188845
27	96	73.0913437819	71.98349281	29.2579205991
24	479	119.085834758	117.99290324	34.7059664251
43	129	79.5187771543	77.99798862	28.4188599212
16	323	102.761609907	108.0	21.8761390831
17	105	68.531491465	72.0	24.9694937049
35	265	104.5073348	101.99798862	37.2801378348
