20	194	98.7786205242	98.003074	28.2704095693	298.010560452
21	268	89.5951709234	88.006148	30.0124248198	272.116092372
15	194	96.8434996805	96.0	28.5687688972	208.14632988
39	570	97.0095537172	96.0	33.0080082596	490.27440458
33	354	100.882432273	101.00206831	32.1258124243	406.164105184
17	267	97.0639939181	100.006148	26.8629070675	257.210327104
33	618	94.2160657232	91.98982924	31.9245249852	393.143704088
10	30	58.5375736827	53.007685	24.0563444818	141.090211972
25	220	80.587634274	79.972071	26.0991213485	350.096809908
34	703	105.706884228	103.98982924	33.0284955896	448.149758496
36	280	109.098781786	108.0	38.2408348113	435.219829168
34	851	113.346793893	110.003074	30.5752103737	402.21296996
20	167	98.9448288326	96.0	39.5850695751	318.02554182
17	89	78.6657181146	75.99491462	32.3909164619	239.04615424
32	619	96.9668239707	98.003074	27.5293633359	426.134634896
24	188	76.4721399076	79.972071	21.0186382734	323.038291988
13	131	86.1060335789	87.99491462	24.835576171	168.089877624
26	602	113.183474966	111.99491462	32.2716922515	492.05108364
31	265	91.5952706279	88.006148	31.1567253847	396.216140756
21	915	106.439805137	110.003074	24.2809980909	263.097999784
20	598	108.260802042	110.003074	26.3591593474	264.183778008
17	88	63.9947417055	63.99491462	20.7389189526	237.045964212
10	48	72.9706601146	72.0	25.566291754	195.988762388
13	138	83.2734592899	86.99899431	26.0725073399	182.06914218
15	73	74.1749435679	72.0	25.4201053184	224.087100752
14	455	105.835518489	108.0	23.3619749105	178.135765196
12	103	81.7775206951	83.98474386	25.459512012	190.084123548
17	303	102.428977275	101.99798862	30.8553464764	254.0822054
30	477	116.207199709	114.9183371	33.8627522832	492.029954272
13	107	94.5020113899	99.99491462	29.9804981648	180.15141526
22	164	93.0874035806	93.99491462	30.4974381756	298.102750816
23	117	75.0818017024	74.003074	27.4066551531	346.059945732
30	977	104.96975767	108.0	28.6937164842	399.171354752
30	340	101.552838265	101.99798862	34.4480950581	401.122299948
34	231	91.3941440983	88.006148	30.3180512539	432.288911772
52	1206	111.543934543	111.99491462	28.5467769321	660.304680988
61	315	100.915810135	99.99491462	34.6758864681	805.305803184
35	1299	107.214701396	110.003074	28.1695802101	418.22564282
22	137	76.8985265663	76.006148	31.1622252271	354.996781532
10	67	62.712675529	62.003074	23.3079850297	141.078978592
48	905	122.38978193	123.99491462	35.4084536711	606.36688732
39	447	106.725753056	103.98982924	35.0409148594	492.1281136
29	781	109.907383582	110.003074	27.4575951558	401.143429316
33	135	86.4620035114	86.003074	32.6387406545	420.15460312
23	267	82.4818703826	86.003074	26.6651200249	285.147726848
34	164	90.0003480366	86.99899431	36.8507100472	407.163376912
21	272	98.7179787793	98.003074	31.039859929	323.084369588
17	315	101.876297707	99.99491462	27.2189332789	218.094294308
34	1861	156.467041992	147.97965848	48.8596293235	478.18389716
38	496	103.158950213	99.99491462	35.1760919094	525.2007506
17	80	88.0827320325	84.0	34.6960410324	230.04015056
10	127	93.5955278172	95.98474386	24.6905703986	148.073558864
30	123	84.8085351242	86.003074	37.5012780106	441.043588024
26	78	87.7026640064	86.003074	33.1712314905	377.112471268
28	604	120.355826745	120.0	38.4802493129	336.220163516
20	359	91.9761778663	88.006148	26.7679746871	239.142247544
9	62	67.3719208739	65.99798862	26.5284933343	145.019749464
31	2514	131.535275462	132.0	29.3125465144	362.188194692
33	755	109.512686156	110.003074	33.6868874989	473.21375572
32	732	110.543960975	111.99491462	27.5908404594	428.29265976
20	344	103.482843221	108.0	30.1492362888	278.151809184
29	190	90.5600141789	86.003074	32.648593416	337.157897608
18	243	92.098030784	96.0	29.1881701664	228.126263132
29	122	110.754098361	108.0	37.3449387523	418.453851856
20	152	83.3621981534	87.99491462	22.4253213283	268.167459248
40	736	109.226535844	108.0	34.4388405309	525.291050006
8	22	78.9200998986	86.96359087	28.1011220747	207.97253349
28	597	109.557152877	108.0	37.0442577305	392.238286162
14	233	91.3962169918	96.0	29.853891037	174.06807956
56	1824	122.877254564	120.0	30.2553006992	740.123347704
46	2716	131.246668625	127.98982924	31.6964341809	536.256274252
83	2801	161.376311305	155.98474386	50.8212561132	1050.3076926
34	577	113.16694885	110.003074	37.6770414912	416.257611644
14	80	72.5947595515	74.003074	24.1961250171	328.942739432
16	416	114.823666093	115.98982924	31.3881351955	232.094688232
15	184	89.8692325052	96.0	24.8127923944	222.970402456
39	457	103.274867366	101.99798862	34.9013351496	506.278072316
15	531	116.431869861	119.98474386	25.0971613923	202.120509056
15	63	85.023984673	72.0	40.861193173	268.962230356
19	28	60.4093929857	57.97275594	28.4168526012	326.127278508
8	15	49.203074	50.003074	18.6739028502	159.056325
25	300	82.34194369	84.0	23.4991590745	311.145618672
30	1043	114.156485052	115.98982924	29.4193034312	388.188588616
18	65	77.4238055052	72.0	33.2446810816	332.008177504
10	23	70.0678958291	75.97692653	20.8583664142	176.078804754
21	121	70.7703795283	74.003074	22.07670737	331.091200152
38	285	95.2671724368	91.972071	36.1157724719	541.17767713
14	195	78.2245462981	77.99798862	24.5844405025	191.069476528
11	28	56.2024556536	54.98502981	22.4685046602	233.900219604
14	447	106.447992988	110.003074	24.4257711828	183.162314292
14	217	100.740794001	103.98982924	29.4675400617	195.125928784
33	4296	146.17880746	139.98982924	37.3081304183	404.219888744
21	135	81.2531368893	76.006148	34.7923314526	295.099062404
27	122	75.3608920338	72.0	27.7042278381	411.226341574
24	802	128.771335586	127.98982924	37.139287216	341.132195936
43	173	84.253404386	81.99290324	28.5870247315	591.039772434
16	403	106.987593052	108.0	22.8961913444	204.187800768
17	142	74.7865991438	73.001537	27.4469738075	233.10519334
35	335	106.041987606	103.98982924	37.8225092293	445.188922964
72	3448	154.367810039	147.97965848	49.9676594229	920.321512824
26	255	100.281100721	99.99491462	30.5696734181	322.168127944
35	2456	130.872286762	132.0	34.805115739	420.241292884
27	183	95.1758756861	87.99491462	38.5088733341	390.241033516
38	708	108.241516529	108.0	33.2356142522	472.236207504
16	75	65.6561517995	64.006148	26.2090382599	199.074561908
27	701	105.821354918	103.98982924	34.6799818137	344.100836232
35	753	99.8717430153	99.99491462	27.7196056883	454.167476312
15	184	96.3035350066	98.003074	27.7535246692	227.134385292
25	128	71.6840153052	74.003074	22.3039261743	391.115320322
34	902	130.231105141	127.98982924	41.3438705241	464.150488856
22	324	104.709872445	101.99798862	33.7504928501	290.23581358
