32	290	87.1738117177	86.003074	28.4580606837	395.1631771
12	118	88.3996256519	87.99491462	28.1394700898	170.094294308
43	949	105.745529427	108.0	28.4335590411	583.405685834
17	118	78.8695926697	85.48750034	25.6082139287	239.071306368
4	4	45.247205635	40.49760483	15.7526437742	145.939862556
41	462	105.42548617	110.003074	30.9025504391	465.172878976
22	171	82.2814197098	84.0	27.4461318465	272.15247788
27	121	79.4064550592	84.0	29.3783733733	353.037188332
15	149	81.9856694592	84.0	28.0281821521	203.040484908
30	215	91.4516332024	87.99491462	32.1957356087	428.234289356
19	337	94.2906721335	89.99798862	32.0742395666	243.125928784
28	1673	114.570990077	115.98982924	27.740060198	349.152537456
24	248	93.8949717914	93.99290324	29.7051390599	395.057925412
32	586	102.484541642	101.99798862	28.28510853	453.236906258
27	398	100.318423815	100.006148	35.6965341394	460.10698
31	2609	136.691732564	135.99491462	33.6336496842	381.230393852
27	270	97.7848759916	96.0	36.060922363	414.083056696
23	204	92.5805629386	89.97586474	29.7759796827	320.071844612
28	119	95.3405384182	87.99491462	43.1658353099	505.268604968
21	161	85.8281438907	87.99491462	31.4175594908	314.093642676
16	150	78.7066431385	76.006148	29.1012421089	204.089877624
62	1787	149.648290431	143.98474386	48.4940602707	862.180387476
42	681	97.3584773512	98.003074	25.8105877581	550.304287064
30	250	99.5085316516	103.972071	33.841290553	417.0340792
42	235	94.7488935766	91.98982924	28.9083995546	592.180074732
12	40	73.65299715	73.001537	32.9306009742	219.150225384
19	114	85.0913136416	86.003074	32.8208055158	317.924438356
15	205	97.8613147542	99.99491462	32.4070794383	274.056841948
42	2081	138.458470052	139.98982924	32.7389562913	498.225368048
23	171	88.6295136375	89.99798862	31.760555666	330.0447779
53	1093	121.00161964	117.99290324	37.9115514724	670.376202552
14	143	109.562415049	111.99491462	30.0747649541	216.208930136
33	508	95.89406042	98.003074	28.0363624451	468.025558884
31	319	98.4615240021	98.003074	36.8122924796	885.358324104
12	207	99.8041346103	99.99491462	20.9740604221	152.120115132
21	563	103.151418302	103.98982924	28.3198093602	263.152143532
28	318	92.3440886415	96.0	26.8594670898	339.2171438
35	428	113.821380622	110.003074	42.0239087015	497.992942276
21	156	94.8339784513	96.0	33.1571502516	329.998112696
47	327	89.3847259572	86.003074	23.9582458235	596.456645792
36	559	117.19889933	108.0	48.2518031596	522.266750628
33	474	99.9734637725	98.003074	33.9130188064	423.16166266
34	796	103.443147616	101.99798862	29.7471510779	422.195405312
13	110	92.7595680596	97.99745731	28.2292348837	200.177630008
47	164	87.2437043298	86.003074	29.9862024582	580.219722348
51	3107	153.972406832	147.99491462	43.4951305515	596.386560144
25	173	88.556445975	87.99491462	29.5687546097	352.0534135
14	214	97.8516756807	98.003074	30.3225794349	191.131014164
23	511	114.667382937	111.99491462	38.182433589	289.131408088
28	432	96.4141138673	98.003074	27.9932274943	472.10116142
26	154	97.3517587914	96.0	46.1881970971	332.14845512
28	211	93.6665597127	96.0	33.5002455557	370.116486296
32	425	98.7013043482	98.003074	32.2488134789	436.07046262
23	277	101.329736742	98.003074	37.2200344044	376.11502552
14	186	86.8794511476	87.99491462	26.940275795	188.120115132
43	3253	145.737189686	144.0	37.042980132	554.469895844
23	142	93.9551299346	93.98402412	35.4603258921	340.10929274
20	314	108.072449034	103.98982924	35.8456777735	238.026608672
38	915	107.313328453	105.99290324	29.1681609256	479.201612888
22	534	99.6870856707	101.99798862	28.4384149027	334.096322368
26	952	102.895310187	99.99491462	28.5757522399	327.147058152
28	201	117.212387024	120.0	36.3452669652	310.099379688
35	2975	157.811453583	151.98982924	43.1833580104	448.282489
24	882	114.330022161	111.99491462	30.6495649228	268.14632988
29	687	106.336790663	103.98982924	35.2181082836	386.22055744
12	147	82.3548487807	86.003074	28.7022461135	226.99457604
11	48	98.211735975	91.45408317	41.4278670298	269.889103696
24	191	83.5616185649	86.003074	26.734927994	296.15247788
21	304	96.0282140701	98.003074	30.2384030176	252.089877624
22	83	66.6502494566	64.006148	26.6220607682	306.078661308
36	547	108.694954656	111.99491462	31.8945936562	490.18389716
21	57	73.6312323863	71.96698562	27.9454419861	351.226571424
37	650	110.090038651	110.003074	32.0360228292	434.163042564
20	191	73.5824243882	76.006148	23.2386245743	299.01313986
17	219	79.9387630377	80.00106262	22.9520524567	429.816328448
15	187	76.7395153666	76.006148	20.3695778162	193.1215121
16	155	99.240831729	98.003074	37.297940143	219.1986998
18	291	97.4547532922	99.99491462	28.6698294185	249.172878976
18	484	107.682031308	108.0	31.3939488725	230.094294308
17	265	95.3464952012	98.003074	23.8175413676	246.103813436
31	2748	137.911923779	135.99491462	30.9756959144	384.230059504
8	35	68.1113797829	72.0	20.3392916345	130.135765196
27	1058	122.243289491	123.99491462	31.5799107452	371.230787776
19	190	87.9522205234	87.99491462	30.3586029947	264.13615912
16	444	103.405477376	108.0	28.2444935179	203.131014164
19	43	61.860989366	63.99491462	20.9863835215	286.164105184
24	1442	126.853007658	132.0	27.6817664586	280.182715388
21	192	77.3258888724	74.003074	25.7431694116	253.1215121
14	62	62.8259912571	64.00053131	21.8428869295	236.028934244
